date,hour,dc_output,ac_output
000-07-01,7,630.898,595.593
000-07-01,8,1710.896,1645.393
000-07-01,9,1872.572,1801.692
000-07-01,10,1657.169,1593.403
000-07-01,11,1918.467,1846.02
000-07-01,12,3137.965,3017.315
000-07-01,13,2952.455,2839.956
000-07-01,14,2633.346,2534.18
000-07-01,15,2125.078,2045.356
000-07-01,16,1419.304,1362.933
000-07-01,17,686.135,649.526
000-07-01,18,253.535,226.439
000-07-01,19,0,0
000-07-01,20,0,0
000-07-01,21,0,0
000-07-01,22,0,0
000-07-01,23,0,0
000-07-02,0,0,0
000-07-02,1,0,0
000-07-02,2,0,0
000-07-02,3,0,0
000-07-02,4,11.795,0
000-07-02,5,161.107,135.837
000-07-02,6,357.241,328.01
000-07-02,7,855.561,814.792
000-07-02,8,1295.494,1242.782
000-07-02,9,2410.138,2319.782
000-07-02,10,2899.708,2789.472
000-07-02,11,3245.304,3119.805
000-07-02,12,3047.992,2931.332
000-07-02,13,2975.216,2861.732
000-07-02,14,1768.652,1701.253
000-07-02,15,1452.063,1394.702
000-07-02,16,783.632,744.659
000-07-02,17,641.868,606.306
000-07-02,18,267.501,240.123
000-07-02,19,0,0
000-07-02,20,0,0
000-07-02,21,0,0
000-07-02,22,0,0
000-07-02,23,0,0
000-07-03,0,0,0
000-07-03,1,0,0
000-07-03,2,0,0
000-07-03,3,0,0
000-07-03,4,10.858,0
000-07-03,5,106.268,82.046
000-07-03,6,410.755,380.386
000-07-03,7,804.83,765.333
000-07-03,8,1493.93,1435.291
000-07-03,9,2493.75,2400.143
000-07-03,10,2892.749,2782.81
000-07-03,11,3161.003,3039.321
000-07-03,12,1226.77,1176.032
000-07-03,13,1164.936,1115.94
000-07-03,14,2367.676,2278.948
000-07-03,15,1449.155,1391.882
000-07-03,16,1329.94,1276.224
000-07-03,17,650.698,614.928
000-07-03,18,252.324,225.252
000-07-03,19,0,0
000-07-03,20,0,0
000-07-03,21,0,0
000-07-03,22,0,0
000-07-03,23,0,0
000-07-04,0,0,0
000-07-04,1,0,0
000-07-04,2,0,0
000-07-04,3,0,0
000-07-04,4,9.318,0
000-07-04,5,169.709,144.271
000-07-04,6,354.065,324.901
000-07-04,7,971.044,927.3
000-07-04,8,1539.411,1479.366
000-07-04,9,2446.039,2354.294
000-07-04,10,2893.075,2783.122
000-07-04,11,3067.293,2949.783
000-07-04,12,1780.028,1712.253
000-07-04,13,2951.028,2838.589
000-07-04,14,1591.688,1530.006
000-07-04,15,757.022,718.703
000-07-04,16,861.114,820.205
000-07-04,17,270.994,243.544
000-07-04,18,100.403,76.291
000-07-04,19,0,0
000-07-04,20,0,0
000-07-04,21,0,0
000-07-04,22,0,0
000-07-04,23,0,0
000-07-05,0,0,0
000-07-05,1,0,0
000-07-05,2,0,0
000-07-05,3,0,0
000-07-05,4,8.846,0
000-07-05,5,109.52,85.236
000-07-05,6,344.229,315.271
000-07-05,7,1070.919,1024.51
000-07-05,8,1851.953,1781.771
000-07-05,9,2447.01,2355.227
000-07-05,10,2982.548,2868.746
000-07-05,11,3207.803,3084.009
000-07-05,12,3177.207,3054.796
000-07-05,13,2836.723,2729.159
000-07-05,14,2383.845,2294.499
000-07-05,15,2159.66,2078.686
000-07-05,16,1427.897,1371.268
000-07-05,17,589.741,555.39
000-07-05,18,303.843,275.722
000-07-05,19,0,0
000-07-05,20,0,0
000-07-05,21,0,0
000-07-05,22,0,0
000-07-05,23,0,0
000-07-06,0,0,0
000-07-06,1,0,0
000-07-06,2,0,0
000-07-06,3,0,0
000-07-06,4,8.556,0
000-07-06,5,131.613,106.91
000-07-06,6,369.276,339.791
000-07-06,7,1049.657,1003.822
000-07-06,8,1802.855,1734.321
000-07-06,9,2271.17,2186.085
000-07-06,10,2783.395,2678.067
000-07-06,11,3053.165,2936.277
000-07-06,12,2683.286,2582.09
000-07-06,13,2513.385,2419.007
000-07-06,14,2560.495,2464.25
000-07-06,15,1418.604,1362.254
000-07-06,16,936.45,893.609
000-07-06,17,729.392,691.745
000-07-06,18,232.191,205.523
000-07-06,19,0,0
000-07-06,20,0,0
000-07-06,21,0,0
000-07-06,22,0,0
000-07-06,23,0,0
000-07-07,0,0,0
000-07-07,1,0,0
000-07-07,2,0,0
000-07-07,3,0,0
000-07-07,4,0,0
000-07-07,5,48.96,25.807
000-07-07,6,122.562,98.031
000-07-07,7,211.387,185.133
000-07-07,8,304.927,276.784
000-07-07,9,506.794,474.323
000-07-07,10,403.372,373.161
000-07-07,11,472.175,440.471
000-07-07,12,714.022,676.745
000-07-07,13,423.635,392.989
000-07-07,14,375.961,346.334
000-07-07,15,332.049,303.344
000-07-07,16,243.661,216.764
000-07-07,17,200.982,174.933
000-07-07,18,137.128,112.319
000-07-07,19,0,0
000-07-07,20,0,0
000-07-07,21,0,0
000-07-07,22,0,0
000-07-07,23,0,0
000-07-08,0,0,0
000-07-08,1,0,0
000-07-08,2,0,0
000-07-08,3,0,0
000-07-08,4,0,0
000-07-08,5,49.269,26.109
000-07-08,6,122.34,97.813
000-07-08,7,379.8,350.092
000-07-08,8,1419.553,1363.175
000-07-08,9,664.967,628.861
000-07-08,10,1477.602,1419.463
000-07-08,11,2786.868,2681.395
000-07-08,12,3020.51,2905.055
000-07-08,13,2881.141,2771.697
000-07-08,14,2556.522,2460.436
000-07-08,15,1983.154,1908.469
000-07-08,16,1379.472,1324.293
000-07-08,17,685.042,648.459
000-07-08,18,234.594,207.878
000-07-08,19,0,0
000-07-08,20,0,0
000-07-08,21,0,0
000-07-08,22,0,0
000-07-08,23,0,0
000-07-09,0,0,0
000-07-09,1,0,0
000-07-09,2,0,0
000-07-09,3,0,0
000-07-09,4,7.249,0
000-07-09,5,103.747,79.573
000-07-09,6,318.26,289.842
000-07-09,7,1020.845,975.783
000-07-09,8,1749.568,1682.799
000-07-09,9,2457.811,2365.609
000-07-09,10,2877.629,2768.334
000-07-09,11,3182.438,3059.791
000-07-09,12,3133.142,3012.708
000-07-09,13,3005.455,2890.657
000-07-09,14,2628.349,2529.385
000-07-09,15,2107.906,2028.803
000-07-09,16,1411.556,1355.418
000-07-09,17,681.724,645.22
000-07-09,18,229.118,202.511
000-07-09,19,0,0
000-07-09,20,0,0
000-07-09,21,0,0
000-07-09,22,0,0
000-07-09,23,0,0
000-07-10,0,0,0
000-07-10,1,0,0
000-07-10,2,0,0
000-07-10,3,0,0
000-07-10,4,7.254,0
000-07-10,5,103.345,79.178
000-07-10,6,314.943,286.593
000-07-10,7,1022.423,977.318
000-07-10,8,1697.485,1632.417
000-07-10,9,2352.766,2264.606
000-07-10,10,2717.069,2614.489
000-07-10,11,2896.012,2785.934
000-07-10,12,3001.769,2887.131
000-07-10,13,2795.433,2689.602
000-07-10,14,2439.479,2347.989
000-07-10,15,1979.214,1904.666
000-07-10,16,1357.408,1302.882
000-07-10,17,663.952,627.87
000-07-10,18,240.926,214.083
000-07-10,19,0,0
000-07-10,20,0,0
000-07-10,21,0,0
000-07-10,22,0,0
000-07-10,23,0,0
000-07-11,0,0,0
000-07-11,1,0,0
000-07-11,2,0,0
000-07-11,3,0,0
000-07-11,4,3.224,0
000-07-11,5,105.086,80.887
000-07-11,6,311.651,283.369
000-07-11,7,1029.088,983.805
000-07-11,8,1779.9,1712.129
000-07-11,9,2372.902,2283.975
000-07-11,10,2778.945,2673.802
000-07-11,11,3017.303,2901.988
000-07-11,12,3068.791,2951.214
000-07-11,13,2940.914,2828.912
000-07-11,14,2455.514,2363.401
000-07-11,15,1979.248,1904.699
000-07-11,16,1309.733,1256.606
000-07-11,17,673.872,637.555
000-07-11,18,267.417,240.04
000-07-11,19,0,0
000-07-11,20,0,0
000-07-11,21,0,0
000-07-11,22,0,0
000-07-11,23,0,0
000-07-12,0,0,0
000-07-12,1,0,0
000-07-12,2,0,0
000-07-12,3,0,0
000-07-12,4,3.23,0
000-07-12,5,99.871,75.77
000-07-12,6,305.385,277.233
000-07-12,7,1021.944,976.852
000-07-12,8,1744.675,1678.066
000-07-12,9,2365.135,2276.504
000-07-12,10,2826.045,2718.93
000-07-12,11,2948.566,2836.233
000-07-12,12,3026.844,2911.112
000-07-12,13,2846.061,2738.103
000-07-12,14,2512.22,2417.887
000-07-12,15,2009.896,1934.275
000-07-12,16,1382.361,1327.095
000-07-12,17,673.614,637.303
000-07-12,18,229.255,202.646
000-07-12,19,0,0
000-07-12,20,0,0
000-07-12,21,0,0
000-07-12,22,0,0
000-07-12,23,0,0
000-07-13,0,0,0
000-07-13,1,0,0
000-07-13,2,0,0
000-07-13,3,0,0
000-07-13,4,0,0
000-07-13,5,48.285,25.144
000-07-13,6,171.305,145.837
000-07-13,7,586.727,552.446
000-07-13,8,1712.894,1647.325
000-07-13,9,1792.012,1723.839
000-07-13,10,1389.044,1333.58
000-07-13,11,695.262,658.436
000-07-13,12,2775.126,2670.143
000-07-13,13,2842.019,2734.232
000-07-13,14,2444.491,2352.807
000-07-13,15,1775.561,1707.934
000-07-13,16,1343.89,1289.763
000-07-13,17,636.168,600.739
000-07-13,18,251.313,224.262
000-07-13,19,0,0
000-07-13,20,0,0
000-07-13,21,0,0
000-07-13,22,0,0
000-07-13,23,0,0
000-07-14,0,0,0
000-07-14,1,0,0
000-07-14,2,0,0
000-07-14,3,0,0
000-07-14,4,0,0
000-07-14,5,67.886,44.383
000-07-14,6,176.001,150.441
000-07-14,7,303.491,275.378
000-07-14,8,424.189,393.53
000-07-14,9,596.302,561.8
000-07-14,10,725.96,688.396
000-07-14,11,1201.447,1151.426
000-07-14,12,1296.738,1243.99
000-07-14,13,1129.525,1081.513
000-07-14,14,1100.576,1053.359
000-07-14,15,2085.979,2007.662
000-07-14,16,1425.683,1369.12
000-07-14,17,690.994,654.27
000-07-14,18,233.238,206.549
000-07-14,19,0,0
000-07-14,20,0,0
000-07-14,21,0,0
000-07-14,22,0,0
000-07-14,23,0,0
000-07-15,0,0,0
000-07-15,1,0,0
000-07-15,2,0,0
000-07-15,3,0,0
000-07-15,4,0,0
000-07-15,5,95.768,71.744
000-07-15,6,304.94,276.797
000-07-15,7,1028.718,983.445
000-07-15,8,1839.85,1770.076
000-07-15,9,2389.67,2300.1
000-07-15,10,2824.319,2717.277
000-07-15,11,3057.017,2939.96
000-07-15,12,3081.833,2963.68
000-07-15,13,2942.835,2830.75
000-07-15,14,2513.085,2418.718
000-07-15,15,2000.457,1925.167
000-07-15,16,1346.084,1291.893
000-07-15,17,698.659,661.751
000-07-15,18,267.782,240.398
000-07-15,19,0,0
000-07-15,20,0,0
000-07-15,21,0,0
000-07-15,22,0,0
000-07-15,23,0,0
000-07-16,0,0,0
000-07-16,1,0,0
000-07-16,2,0,0
000-07-16,3,0,0
000-07-16,4,0,0
000-07-16,5,95.58,71.559
000-07-16,6,312.035,283.746
000-07-16,7,1014.392,969.502
000-07-16,8,1762.45,1695.256
000-07-16,9,2385.709,2296.292
000-07-16,10,2780.898,2675.674
000-07-16,11,2987.409,2873.396
000-07-16,12,3001.733,2887.097
000-07-16,13,2806.334,2700.047
000-07-16,14,2531.792,2436.687
000-07-16,15,2059.442,1982.071
000-07-16,16,1337.723,1283.778
000-07-16,17,686.77,650.146
000-07-16,18,259.667,232.447
000-07-16,19,40.129,17.138
000-07-16,20,0,0
000-07-16,21,0,0
000-07-16,22,0,0
000-07-16,23,0,0
000-07-17,0,0,0
000-07-17,1,0,0
000-07-17,2,0,0
000-07-17,3,0,0
000-07-17,4,0,0
000-07-17,5,36.651,13.723
000-07-17,6,119.335,94.865
000-07-17,7,573.788,539.803
000-07-17,8,1313.602,1260.362
000-07-17,9,1772.147,1704.632
000-07-17,10,2767.62,2662.949
000-07-17,11,3058.164,2941.056
000-07-17,12,2972.002,2858.658
000-07-17,13,2839.312,2731.638
000-07-17,14,2533.4,2438.23
000-07-17,15,1955.104,1881.394
000-07-17,16,1346.948,1292.731
000-07-17,17,716.102,678.776
000-07-17,18,105.781,81.568
000-07-17,19,14.761,0
000-07-17,20,0,0
000-07-17,21,0,0
000-07-17,22,0,0
000-07-17,23,0,0
000-07-18,0,0,0
000-07-18,1,0,0
000-07-18,2,0,0
000-07-18,3,0,0
000-07-18,4,0,0
000-07-18,5,82.33,58.558
000-07-18,6,233.51,206.815
000-07-18,7,428.831,398.073
000-07-18,8,656.887,620.971
000-07-18,9,2239.126,2155.233
000-07-18,10,2714.213,2611.75
000-07-18,11,2995.268,2880.913
000-07-18,12,2615.191,2516.757
000-07-18,13,2837.414,2729.821
000-07-18,14,2544.056,2448.465
000-07-18,15,2024.128,1948.007
000-07-18,16,1377.481,1322.361
000-07-18,17,695.75,658.912
000-07-18,18,255.078,227.95
000-07-18,19,35.061,12.163
000-07-18,20,0,0
000-07-18,21,0,0
000-07-18,22,0,0
000-07-18,23,0,0
000-07-19,0,0,0
000-07-19,1,0,0
000-07-19,2,0,0
000-07-19,3,0,0
000-07-19,4,0,0
000-07-19,5,63.976,40.545
000-07-19,6,268.321,240.926
000-07-19,7,510.293,477.743
000-07-19,8,766.283,727.737
000-07-19,9,1486.244,1427.841
000-07-19,10,2374.665,2285.67
000-07-19,11,1906.078,1834.056
000-07-19,12,2175.726,2094.166
000-07-19,13,2838.188,2730.562
000-07-19,14,2552.331,2456.411
000-07-19,15,2056.313,1979.054
000-07-19,16,1397.897,1342.168
000-07-19,17,683.004,646.47
000-07-19,18,265.16,237.829
000-07-19,19,34.94,12.044
000-07-19,20,0,0
000-07-19,21,0,0
000-07-19,22,0,0
000-07-19,23,0,0
000-07-20,0,0,0
000-07-20,1,0,0
000-07-20,2,0,0
000-07-20,3,0,0
000-07-20,4,0,0
000-07-20,5,83.3,59.51
000-07-20,6,290.852,262.998
000-07-20,7,1014.927,970.022
000-07-20,8,1776.489,1708.831
000-07-20,9,2429.542,2338.436
000-07-20,10,2892.674,2782.738
000-07-20,11,3122.641,3002.675
000-07-20,12,3067.115,2949.612
000-07-20,13,2862.073,2753.438
000-07-20,14,2486.494,2393.172
000-07-20,15,2092.347,2013.802
000-07-20,16,1401.889,1346.04
000-07-20,17,689.525,652.835
000-07-20,18,234.119,207.412
000-07-20,19,29.275,6.483
000-07-20,20,0,0
000-07-20,21,0,0
000-07-20,22,0,0
000-07-20,23,0,0
000-07-21,0,0,0
000-07-21,1,0,0
000-07-21,2,0,0
000-07-21,3,0,0
000-07-21,4,0,0
000-07-21,5,81.933,58.168
000-07-21,6,295.543,267.593
000-07-21,7,1000.798,956.269
000-07-21,8,1756.497,1689.5
000-07-21,9,2370.647,2281.805
000-07-21,10,2814.139,2707.525
000-07-21,11,3107.152,2987.876
000-07-21,12,3037.731,2921.521
000-07-21,13,2971.163,2857.854
000-07-21,14,2532.553,2437.417
000-07-21,15,2048.287,1971.312
000-07-21,16,1399.697,1343.914
000-07-21,17,680.773,644.292
000-07-21,18,229.672,203.054
000-07-21,19,28.469,5.691
000-07-21,20,0,0
000-07-21,21,0,0
000-07-21,22,0,0
000-07-21,23,0,0
000-07-22,0,0,0
000-07-22,1,0,0
000-07-22,2,0,0
000-07-22,3,0,0
000-07-22,4,0,0
000-07-22,5,95.715,71.692
000-07-22,6,305.208,277.06
000-07-22,7,990.009,945.766
000-07-22,8,1725.899,1659.906
000-07-22,9,2337.178,2249.609
000-07-22,10,2692.886,2591.298
000-07-22,11,2954.922,2842.316
000-07-22,12,3019.012,2903.622
000-07-22,13,2872.176,2763.112
000-07-22,14,2569.912,2473.292
000-07-22,15,1920.536,1848.018
000-07-22,16,1353.525,1299.114
000-07-22,17,625.608,590.426
000-07-22,18,241.646,214.788
000-07-22,19,25.814,3.084
000-07-22,20,0,0
000-07-22,21,0,0
000-07-22,22,0,0
000-07-22,23,0,0
000-07-23,0,0,0
000-07-23,1,0,0
000-07-23,2,0,0
000-07-23,3,0,0
000-07-23,4,0,0
000-07-23,5,94.712,70.708
000-07-23,6,309.777,281.534
000-07-23,7,966.77,923.139
000-07-23,8,1691.328,1626.46
000-07-23,9,2269.419,2184.399
000-07-23,10,2720.314,2617.599
000-07-23,11,2945.2,2833.013
000-07-23,12,2924.165,2812.882
000-07-23,13,2724.608,2621.716
000-07-23,14,2437.136,2345.737
000-07-23,15,1895.115,1823.468
000-07-23,16,1307.582,1254.518
000-07-23,17,630.932,595.627
000-07-23,18,252.447,225.373
000-07-23,19,25.714,2.986
000-07-23,20,0,0
000-07-23,21,0,0
000-07-23,22,0,0
000-07-23,23,0,0
000-07-24,0,0,0
000-07-24,1,0,0
000-07-24,2,0,0
000-07-24,3,0,0
000-07-24,4,0,0
000-07-24,5,67.288,43.796
000-07-24,6,275.495,247.954
000-07-24,7,549.889,516.448
000-07-24,8,1372.192,1317.228
000-07-24,9,2269.679,2184.65
000-07-24,10,2728.268,2625.226
000-07-24,11,2991.064,2876.892
000-07-24,12,2885.87,2776.224
000-07-24,13,2816.783,2710.058
000-07-24,14,2555.998,2459.933
000-07-24,15,2046.023,1969.128
000-07-24,16,1312.552,1259.344
000-07-24,17,623.197,588.072
000-07-24,18,236.096,209.35
000-07-24,19,25.269,2.549
000-07-24,20,0,0
000-07-24,21,0,0
000-07-24,22,0,0
000-07-24,23,0,0
000-07-25,0,0,0
000-07-25,1,0,0
000-07-25,2,0,0
000-07-25,3,0,0
000-07-25,4,0,0
000-07-25,5,39.52,16.539
000-07-25,6,155.441,130.28
000-07-25,7,312.764,284.46
000-07-25,8,464.423,432.889
000-07-25,9,589.639,555.29
000-07-25,10,630.223,594.933
000-07-25,11,801.214,761.807
000-07-25,12,956.83,913.458
000-07-25,13,799.939,760.563
000-07-25,14,992.851,948.532
000-07-25,15,972.09,928.318
000-07-25,16,858.102,817.269
000-07-25,17,666.802,630.653
000-07-25,18,259.334,232.12
000-07-25,19,23.909,1.214
000-07-25,20,0,0
000-07-25,21,0,0
000-07-25,22,0,0
000-07-25,23,0,0
000-07-26,0,0,0
000-07-26,1,0,0
000-07-26,2,0,0
000-07-26,3,0,0
000-07-26,4,0,0
000-07-26,5,58.154,34.831
000-07-26,6,270.72,243.276
000-07-26,7,371.076,341.552
000-07-26,8,695.087,658.265
000-07-26,9,644.427,608.805
000-07-26,10,967.023,923.385
000-07-26,11,1051.571,1005.684
000-07-26,12,1239.899,1188.788
000-07-26,13,1036.158,990.686
000-07-26,14,535.759,502.638
000-07-26,15,563.387,529.639
000-07-26,16,401.115,370.953
000-07-26,17,232.035,205.37
000-07-26,18,227.321,200.75
000-07-26,19,21.181,0
000-07-26,20,0,0
000-07-26,21,0,0
000-07-26,22,0,0
000-07-26,23,0,0
000-07-27,0,0,0
000-07-27,1,0,0
000-07-27,2,0,0
000-07-27,3,0,0
000-07-27,4,0,0
000-07-27,5,89.708,65.798
000-07-27,6,351.692,322.577
000-07-27,7,849.584,808.966
000-07-27,8,1151.618,1102.993
000-07-27,9,2264.482,2179.646
000-07-27,10,2653.737,2553.745
000-07-27,11,3004.25,2889.504
000-07-27,12,2713.403,2610.973
000-07-27,13,2654.329,2554.312
000-07-27,14,2420.26,2329.513
000-07-27,15,1945.103,1871.739
000-07-27,16,1354.526,1300.085
000-07-27,17,629.221,593.955
000-07-27,18,236.63,209.873
000-07-27,19,18.27,0
000-07-27,20,0,0
000-07-27,21,0,0
000-07-27,22,0,0
000-07-27,23,0,0
000-07-28,0,0,0
000-07-28,1,0,0
000-07-28,2,0,0
000-07-28,3,0,0
000-07-28,4,0,0
000-07-28,5,55.567,32.292
000-07-28,6,264.962,237.635
000-07-28,7,327.684,299.07
000-07-28,8,465.94,434.373
000-07-28,9,405.334,375.082
000-07-28,10,512.5,479.901
000-07-28,11,510.376,477.825
000-07-28,12,648.655,612.934
000-07-28,13,618.727,583.706
000-07-28,14,560.256,526.58
000-07-28,15,534.714,501.617
000-07-28,16,657.548,621.618
000-07-28,17,488.586,456.519
000-07-28,18,257.612,230.433
000-07-28,19,18.56,0
000-07-28,20,0,0
000-07-28,21,0,0
000-07-28,22,0,0
000-07-28,23,0,0
000-07-29,0,0,0
000-07-29,1,0,0
000-07-29,2,0,0
000-07-29,3,0,0
000-07-29,4,0,0
000-07-29,5,55.32,32.049
000-07-29,6,190.069,164.234
000-07-29,7,342.758,313.83
000-07-29,8,530.711,497.704
000-07-29,9,930.151,887.474
000-07-29,10,1189.343,1139.664
000-07-29,11,2748.92,2645.024
000-07-29,12,2869.796,2760.833
000-07-29,13,2083,2004.79
000-07-29,14,2532.689,2437.548
000-07-29,15,1664.716,1600.707
000-07-29,16,1328.786,1275.102
000-07-29,17,647.169,611.483
000-07-29,18,242.681,215.803
000-07-29,19,17.855,0
000-07-29,20,0,0
000-07-29,21,0,0
000-07-29,22,0,0
000-07-29,23,0,0
000-07-30,0,0,0
000-07-30,1,0,0
000-07-30,2,0,0
000-07-30,3,0,0
000-07-30,4,0,0
000-07-30,5,37.018,14.084
000-07-30,6,178.379,152.773
000-07-30,7,398.144,368.046
000-07-30,8,642.996,607.407
000-07-30,9,764.384,725.885
000-07-30,10,601.025,566.414
000-07-30,11,1342.693,1288.601
000-07-30,12,3044.243,2927.748
000-07-30,13,2889.371,2779.576
000-07-30,14,2570.178,2473.548
000-07-30,15,2002.839,1927.466
000-07-30,16,1372.763,1317.783
000-07-30,17,647.311,611.622
000-07-30,18,243.584,216.688
000-07-30,19,14.269,0
000-07-30,20,0,0
000-07-30,21,0,0
000-07-30,22,0,0
000-07-30,23,0,0
000-07-31,0,0,0
000-07-31,1,0,0
000-07-31,2,0,0
000-07-31,3,0,0
000-07-31,4,0,0
000-07-31,5,65.766,42.302
000-07-31,6,282.254,254.576
000-07-31,7,988.542,944.337
000-07-31,8,1683.448,1618.835
000-07-31,9,2339.729,2252.064
000-07-31,10,2727.603,2624.588
000-07-31,11,3092.107,2973.5
000-07-31,12,3090.236,2971.711
000-07-31,13,2972.954,2859.568
000-07-31,14,2615.683,2517.229
000-07-31,15,2124.66,2044.953
000-07-31,16,1421.375,1364.942
000-07-31,17,668.351,632.165
000-07-31,18,243.326,216.435
000-07-31,19,11.287,0
000-07-31,20,0,0
000-07-31,21,0,0
000-07-31,22,0,0
000-07-31,23,0,0
000-08-01,0,0,0
000-08-01,1,0,0
000-08-01,2,0,0
000-08-01,3,0,0
000-08-01,4,0,0
000-08-01,5,21.067,0
000-08-01,6,136.518,111.721
000-08-01,7,431.82,400.996
000-08-01,8,395.539,365.496
000-08-01,9,574.763,540.756
000-08-01,10,725.281,687.733
000-08-01,11,1277.807,1225.607
000-08-01,12,2105.142,2026.139
000-08-01,13,2495.257,2401.591
000-08-01,14,2030.354,1954.013
000-08-01,15,1494.896,1436.228
000-08-01,16,1387.545,1332.125
000-08-01,17,670.526,634.289
000-08-01,18,245.763,218.823
000-08-01,19,11.224,0
000-08-01,20,0,0
000-08-01,21,0,0
000-08-01,22,0,0
000-08-01,23,0,0
000-08-02,0,0,0
000-08-02,1,0,0
000-08-02,2,0,0
000-08-02,3,0,0
000-08-02,4,0,0
000-08-02,5,66.22,42.747
000-08-02,6,291.35,263.486
000-08-02,7,962.136,918.625
000-08-02,8,1783.047,1715.172
000-08-02,9,2369.092,2280.309
000-08-02,10,2810.274,2703.822
000-08-02,11,3050.142,2933.387
000-08-02,12,3097.18,2978.347
000-08-02,13,2968.303,2855.118
000-08-02,14,2679.637,2578.59
000-08-02,15,2003.487,1928.091
000-08-02,16,1394.742,1339.108
000-08-02,17,670.878,634.633
000-08-02,18,250.491,223.456
000-08-02,19,8.311,0
000-08-02,20,0,0
000-08-02,21,0,0
000-08-02,22,0,0
000-08-02,23,0,0
000-08-03,0,0,0
000-08-03,1,0,0
000-08-03,2,0,0
000-08-03,3,0,0
000-08-03,4,0,0
000-08-03,5,57.445,34.135
000-08-03,6,284.617,256.89
000-08-03,7,980.682,936.685
000-08-03,8,1773.048,1705.504
000-08-03,9,2342.395,2254.628
000-08-03,10,2799.742,2693.731
000-08-03,11,3103.749,2984.624
000-08-03,12,3037.091,2920.909
000-08-03,13,2973.039,2859.649
000-08-03,14,2639.078,2539.679
000-08-03,15,2029.35,1953.045
000-08-03,16,1373.002,1318.014
000-08-03,17,624.423,589.269
000-08-03,18,243.137,216.249
000-08-03,19,6.92,0
000-08-03,20,0,0
000-08-03,21,0,0
000-08-03,22,0,0
000-08-03,23,0,0
000-08-04,0,0,0
000-08-04,1,0,0
000-08-04,2,0,0
000-08-04,3,0,0
000-08-04,4,0,0
000-08-04,5,56.531,33.238
000-08-04,6,268.233,240.839
000-08-04,7,977.31,933.401
000-08-04,8,1748.704,1681.964
000-08-04,9,2311.691,2225.086
000-08-04,10,2734.941,2631.623
000-08-04,11,2944.019,2831.882
000-08-04,12,3040.165,2923.849
000-08-04,13,2857.699,2749.249
000-08-04,14,2529.832,2434.804
000-08-04,15,1976.488,1902.035
000-08-04,16,1325.748,1272.154
000-08-04,17,631.759,596.434
000-08-04,18,230.222,203.593
000-08-04,19,6.918,0
000-08-04,20,0,0
000-08-04,21,0,0
000-08-04,22,0,0
000-08-04,23,0,0
000-08-05,0,0,0
000-08-05,1,0,0
000-08-05,2,0,0
000-08-05,3,0,0
000-08-05,4,0,0
000-08-05,5,53.476,30.239
000-08-05,6,276.79,249.222
000-08-05,7,967.319,923.673
000-08-05,8,1744.209,1677.615
000-08-05,9,2295.982,2209.968
000-08-05,10,2763.435,2658.938
000-08-05,11,3073.238,2955.466
000-08-05,12,3032.777,2916.784
000-08-05,13,2900.504,2790.234
000-08-05,14,2569.498,2472.895
000-08-05,15,2001.677,1926.344
000-08-05,16,1350.511,1296.189
000-08-05,17,616.731,581.756
000-08-05,18,232.308,205.638
000-08-05,19,3.569,0
000-08-05,20,0,0
000-08-05,21,0,0
000-08-05,22,0,0
000-08-05,23,0,0
000-08-06,0,0,0
000-08-06,1,0,0
000-08-06,2,0,0
000-08-06,3,0,0
000-08-06,4,0,0
000-08-06,5,60.853,37.48
000-08-06,6,205.756,179.612
000-08-06,7,365.987,336.572
000-08-06,8,574.626,540.622
000-08-06,9,766.225,727.681
000-08-06,10,1380.561,1325.349
000-08-06,11,2914.507,2803.638
000-08-06,12,2963.375,2850.403
000-08-06,13,2947.271,2834.995
000-08-06,14,2585.072,2487.847
000-08-06,15,2033.087,1956.649
000-08-06,16,1361.993,1307.332
000-08-06,17,599.452,564.877
000-08-06,18,230.262,203.632
000-08-06,19,3.542,0
000-08-06,20,0,0
000-08-06,21,0,0
000-08-06,22,0,0
000-08-06,23,0,0
000-08-07,0,0,0
000-08-07,1,0,0
000-08-07,2,0,0
000-08-07,3,0,0
000-08-07,4,0,0
000-08-07,5,43.278,20.229
000-08-07,6,215.249,188.918
000-08-07,7,377.767,348.102
000-08-07,8,528.963,495.995
000-08-07,9,660.774,624.767
000-08-07,10,1685.275,1620.602
000-08-07,11,2981.252,2867.507
000-08-07,12,3017.798,2902.461
000-08-07,13,2779.122,2673.972
000-08-07,14,2448.171,2356.344
000-08-07,15,1864.227,1793.63
000-08-07,16,1287.594,1235.111
000-08-07,17,631.796,596.47
000-08-07,18,221.772,195.311
000-08-07,19,0,0
000-08-07,20,0,0
000-08-07,21,0,0
000-08-07,22,0,0
000-08-07,23,0,0
000-08-08,0,0,0
000-08-08,1,0,0
000-08-08,2,0,0
000-08-08,3,0,0
000-08-08,4,0,0
000-08-08,5,48.928,25.775
000-08-08,6,259.272,232.06
000-08-08,7,953.308,910.028
000-08-08,8,1743.258,1676.696
000-08-08,9,2207.946,2125.205
000-08-08,10,2783.404,2678.076
000-08-08,11,3021.578,2906.076
000-08-08,12,3063.866,2946.507
000-08-08,13,2868.574,2759.663
000-08-08,14,2520.373,2425.719
000-08-08,15,1817.964,1748.925
000-08-08,16,1242.955,1191.756
000-08-08,17,596.019,561.523
000-08-08,18,218.006,191.62
000-08-08,19,0,0
000-08-08,20,0,0
000-08-08,21,0,0
